product_name,product_type,price_clean,clean_ingreds,acne_ingredients_present,acne_ingredient_count,acne_types,acne_types_str
Weleda Skin Food 75ml - Light,Moisturiser,12.95,"['helianthus annuus seed oil', 'glycerin', 'alcohol', 'glyceryl stearate citrate', 'cera alba', 'theobroma cacao extract', 'cetearyl alcohol', 'butyrospermum parkii', 'limonene', 'viola tricolor extract', 'rosmarinus officinalis extract', 'chamomilla recutita flower oil', 'calendula officinalis extract', 'lanolin', 'carrageenan', 'xanthan gum', 'lactic acid', 'glyceryl caprylate', 'parfum', 'linalool', 'geraniol', 'citral']",['lactic acid'],1,['Comedonal'],Comedonal
Clinique Moisture Surge SPF25 Sheertint Hydrator - Universal Light Medium 40ml,Moisturiser,30.0,"['ethylhexyl methoxycinnamate', 'c12-15', 'ethylhexyl salicylate', 'titanium dioxide', 'zinc oxide', 'caprylyl methicone', 'neopentyl glycol diheptanoate', 'butylene glycol', 'pentylene glycol', 'glycerin', 'polyglyceryl-10 pentastearate', 'hydrogenated lecithin', 'behenyl alcohol', 'peg-100 stearate', 'sucrose', 'laminaria saccharina extract', 'cucumis sativus extract', 'aloe barbadenis extract', 'hordeum vulgare extract', 'caffeinee', 'tocopheryl acetate', 'isohexadecane', 'lecithin', 'sodium stearoyl lactylate', 'propylene glycol dicoco-caprylate', 'sodium hyaluronate', 'helianthus annuus seed oil', 'trehalose', 'isostearic acid', 'polyhydroxystearic acid', 'polysorbate 80', 'dimethicon', 'xanthan gum', 'polyethylene', 'acrylamide/sodium', 'silica', 'disodium edta', 'tetrasodium edta', 'bht', 'phenoxyethanol', 'ci 77491', 'ci 77492', 'ci 77499', 'titanium dioxide']",['caffeine'],1,['Dark Circles'],Dark Circles
Clinique for Men Oil-Control Moisturiser 100ml,Moisturiser,25.5,"['isododecane', 'butylene glycol', 'polypropylene', 'dimethicon', 'bis-peg-18 methyl ether dimethyl', 'glycerin', 'ammonium acryloyldimethyltaurate/vp', 'polygonum cuspidatum root extract', 'cucumis sativus extract', 'laminaria saccharina extract', 'hordeum vulgare extract', 'saccharomyces lysate extract', 'lactobacillus', 'helianthus annuus seed oil', 'caffeinee', 'sodium hyaluronate', 'trehalose', 'oleth-10', 'caprylyl glycol', 'polysilicone-11', 'tocopheryl acetate', 'propylene glycol dicoco-caprylate', 'hexylene glycol', 'laureth-23', 'laureth-4', 'acrylates/c10-30 alkyl', 'silica', 'disodium edta', 'phenoxyethanol', 'ci 15985', 'ci 14700', 'ci 19140']",['caffeine'],1,['Dark Circles'],Dark Circles
Fade Out ADVANCED Even Skin Tone Day Cream SPF 25 50ml,Moisturiser,9.99,"['ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicon', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide', 'ceteareth 20', 'phenoxyethanol', 'parfum', 'sodium saccharin', 'tocopheryl acetate', 'panthenol', 'alumina', 'ethylhexyl glycerin', 'glycyrrhiza glabra root extract', 'morus nigra extract', 'arbutin', 'disodium edta', 'simethicone', 'glyceryl oleate', 'ascorbyl palmitate', 'tocopherol', 'ascorbic acid', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']","['niacinamide', 'lactic acid', 'ascorbic acid']",3,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
Fade Out ADVANCED + Age Protection Even Skin Tone Day Cream SPF 25 50ml,Moisturiser,12.99,"['ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicon', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide', 'ceteareth 20', 'phenoxyethanol', 'sucrose palmitate', 'tocopheryl acetate', 'parfum', 'sodium saccharin', 'panthenol', 'glyceryl linoleate', 'alumina', 'ethylhexyl glycerin', 'glycyrrhiza glabra root extract', 'morus nigra extract', 'disodium edta', 'simethicone', 'glyceryl oleate', 'sodium hyaluronate', 'potassium sorbate', 'ascorbyl palmitate', 'tocopherol', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']","['niacinamide', 'lactic acid']",2,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
Pai Skincare Chamomile and Rosehip Calming Day Cream 50ml,Moisturiser,38.0,"['prunus armeniaca fruit extract', 'simmondsia chinensis leaf extract', 'carthamus tinctorius extract', 'cetearyl alcohol', 'glycerin', 'rosa canina flower oil', 'butyrospermum parkii', 'cetearyl glucoside', 'leptospermum scoparium leaf extract', 'sodium levulinate', 'tocopherol', 'chamomilla recutita flower oil', 'lavandula angustifolia', 'sodium anisate', 'pelargonium graveolens extract', 'lactic acid', 'glyceryl stearate citrate', 'sodium lauroyl']",['lactic acid'],1,['Comedonal'],Comedonal
Estée Lauder DayWear Anti-Oxidant 72H-Hydration Sorbet Creme SPF 15 50ml,Moisturiser,40.5,"['glycerin', 'alcohol denat', 'ethylhexyl salicylate', 'homosalate', 'butyl methoxydibenzoylmethane', 'octocrylene', 'pentylene glycol', 'caprylyl methicone', 'biosaccharide', 'ammonium acryloyldimethyltaurate/vp', 'cucumis sativus extract', 'sodium hyaluronate', 'thermus thermophillus ferment', 'ethylbisiminomethylguaiacol manganese chloride', 'ergothioneine', 'tocopheryl acetate', 'tetrahexyldecyl ascorbate', 'cyclodextrin', 'psidium guajava (guava) fruit extract', 'fumaria officinalis flower/leaf/stem extract', 'caffeinee', 'narcissus tazetta bulb extract', 'polygonum cuspidatum root extract', 'algae extract', 'citrus limon juice extract', 'helianthus annuus seed oil', 'vitis vinifera extract', 'triticum vulgare bran extract', 'hordeum vulgare extract', 'gentiana lutea (gentian) root extract', 'linoleic acid', 'cholesterol', 'glycyrrhetinic acid', 'saccharomyces lysate extract', 'palmitoyl hydroxypropyltrimonium amylopectin/glycerin crosspolymer', 'artemia extract', 'propylene glycol dicoco-caprylate', 'fumaric acid', 'ethylhexyl glycerin', 'propanediol', 'squalene', 'acrylates/c10-30 alkyl', 'butylene glycol', 'citric acid', 'sodium hydroxide', 'parfum', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 42090']",['caffeine'],1,['Dark Circles'],Dark Circles
Murad Oil and Pore Control Mattifier SPF45 PA 50ml,Moisturiser,35.0,"['homosalate', 'tapioca starch', 'polysilicone-11', 'ethylhexyl salicylate', 'octocrylene', 'methyl methacrylate crosspolymer', 'butyl methoxydibenzoylmethane', 'propanediol', 'butylene glycol', 'coconut alkanes', 'cetearyl alcohol', 'c20-22', 'enantia chlorantha bark extract', 'butyl avocadate', 'retinyl palmitate', 'tocopheryl acetate', 'ascorbyl palmitate', 'sodium hyaluronate', 'allantoin', 'zinc gluconate', 'glycerin', 'oleanolic acid', 'urea', 'yeast amino acids', 'trehalose', 'inositol', 'taurine', 'betaine', 'coco-caprylate', 'hydrogenated lecithin', 'coco-glucoside', 'c20-22', 'laureth-12', 'polyacrylate crosspolymer-6', 'sodium hydroxide', 'disodium edta', 'ethylhexyl glycerin', 'phenoxyethanol', 'parfum', 'limonene', 'linalool', 'citral']","['zinc gluconate', 'retinyl palmitate']",2,['Fungal'],Fungal
Clinique for Men Anti-Age Moisturiser 100ml,Moisturiser,32.5,"['squalene', 'glycerin', 'isostearyl neopentanoate', 'butyrospermum parkii', 'butylene glycol', 'peg-100 stearate', 'cetyl alcohol', 'dimethicon', 'polyethylene', 'glyceryl stearate', 'cucumis sativus extract', 'hordeum vulgare extract', 'sigesbeckia orientalis extract', 'whey protein', 'caffeinee', 'acetyl hexapeptide-8', 'sucrose', 'petrolatum', 'sodium polyacrylate', 'acetyl glucosamine', 'caprylyl glycol', 'propylene glycol dicoco-caprylate', 'helianthus annuus seed oil', 'glyceryl polymethacrylate', 'palmitoyl oligopeptide', 'tocopheryl acetate', 'sodium hyaluronate', 'dimethicon crosspolymer-3', 'hexylene glycol', 'ptfe', 'peg-8', 'xanthan gum', 'disodium edta', 'phenoxyethanol']",['caffeine'],1,['Dark Circles'],Dark Circles
AMELIORATE Transforming Body Cream 225ml,Moisturiser,27.5,"['ammonium lactate', 'octyldodecanol', 'cetearyl alcohol', 'c12-15', 'squalene', 'theobroma cacao extract', 'butyrospermum parkii', 'glyceryl stearate', 'cetyl alcohol', 'camelina sativa seed oil', 'peg-75 stearate', 'parfum', 'sodium benzoate', 'xanthan gum', 'ceteth-20', 'steareth-20', 'glycerin', 'peg-100 stearate', 'disodium edta', 'potassium sorbate', 'pentylene glycol', 'hydrolyzed lactis proteinum', 'lactic acid', 'serine', 'sodium lactate', 'sorbitol', 'urea', 'linalool', 'citronellol', 'citrus aurantium dulcis', 'limonene', 'coumarin', 'juniperus mexicana oil', 'alpha-isomethyl ionone', 'sodium chloride', 'pelargonium graveolens extract', 'geraniol', 'allantoin', 'sodium hydroxide', 'tocopherol']",['lactic acid'],1,['Comedonal'],Comedonal
"JASON Age Renewal Vitamin E 25,000iu Cream (120g)",Moisturiser,9.99,"['glycerin', 'capric triglyceride', 'tocopheryl acetate', 'helianthus annuus seed oil', 'stearic acid', 'cetyl alcohol', 'benzyl alcohol', 'glyceryl stearate se', 'persea gratissima oil', 'prunus amygdalus dulcis', 'triticum vulgare bran extract', 'aloe barbadenis extract', 'citrus grandis', 'ascorbic acid', 'carbomer', 'potassium cetyl phosphate', 'potassium hydroxide', 'sorbic acid', 'potassium sorbate', 'sodium benzoate']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
Clinique Smart SPF 15 Custom Repair Moisturiser - Dry to Combination Skin - 50ml,Moisturiser,52.0,"['ethylhexyl salicylate', 'butyloctyl salicylate', 'glycerin', 'butyl methoxydibenzoylmethane', 'polyester-8', 'polysorbate 60', 'cetyl alcohol', 'butylene glycol', 'sorbitan stearate', 'dimethicon', 'tridecyl stearate', 'peg-100 stearate', 'saccharomyces ferment', 'sodium hyaluronate', 'camellia sinensis extract', 'astrocaryum murumuru seed butter', 'tridecyl trimellitate', 'dipentaerythrityl hexacaprylate/hexacoco-caprylate', 'algae extract', 'plankton extract', 'laminaria saccharina extract', 'tamarindus indica extract', 'whey protein', 'acetyl glucosamine', 'sigesbeckia orientalis extract', 'glycine soja extract', 'centaurium erythraea (centaury) extract', 'styrene/acrylates', 'cetyl palmitate', 'polyethylene', 'acrylates/c10-30 alkyl', 'acetyl hexapeptide-8', 'biotin', 'aminopropyl ascorbyl phosphate', 'sorbitan palmitate', 'sorbitan olivate', 'caffeinee', 'ethylhexyl glycerin', 'tocopheryl acetate', 'sodium polyacrylate', 'peg-8 laurate', 'trehalose', 'ergothioneine', 'lecithin', 'calcium chloride', 'hydroxyethyl cellulose', 'sodium benzoate', 'sodium hydroxide', 'pentylene glycol', 'disodium edta', 'phenoxyethanol', 'chlorphenesin', 'ci 19140', 'ci 14700']",['caffeine'],1,['Dark Circles'],Dark Circles
Bioderma Hydrabio Gel Cream 40ml,Moisturiser,15.2,"['glycerin', 'isododecane', 'cyclopentasiloxane', 'dipropylene glycol', 'niacinamide', 'squalene', 'polymethylsilsesquioxane', 'c14-22', 'hdi/trimethylol hexyllactone crosspolymer', 'ammonium acryloyldimethyltaurate/vp', 'c30-45 alkyl cetearyl dimethicon crosspolymer', 'carbomer', 'pentylene glycol', 'tocopheryl acetate', 'c12-20', 'steareth-21', 'disodium edta', 'salicylic acid', 'sodium hydroxide', 'mannitol', 'xylitol', 'hexyldecanol', 'dimethicon', 'rhamnose', 'malachite extract', 'pyrus malus flower extract', 'brassica campestris', 'tocopherol', 'parfum']","['salicylic acid', 'niacinamide']",2,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
Estée Lauder NightWear Plus Anti-Oxidant Night Detox Crème 50ml,Moisturiser,44.1,"['dimethicon', 'glycerin', 'polysorbate 60', 'butyrospermum parkii', 'hydrogenated polydecene', 'propanediol', 'squalene', 'sorbitan stearate', 'cetyl palmitate', 'tridecyl stearate', 'laminaria saccharina extract', 'laminaria ochroleuca extract', 'gentiana lutea (gentian) root extract', 'hydrolyzed opuntia ficus indica flower extract', 'citrus reticulata fruit extract', 'psidium guajava (guava) fruit extract', 'hydrolyzed opuntia ficus indica flower extract', 'citrus limon juice extract', 'fumaria officinalis flower/leaf/stem extract', 'triticum vulgare bran extract', 'hordeum vulgare extract', 'polygonum cuspidatum root extract', 'thermus thermophillus ferment', 'coffea arabica seed extract', 'vitis vinifera extract', 'saccharomyces lysate extract', 'limonium vulgare flower/leaf/stem extract', 'ethylbisiminomethylguaiacol manganese chloride', 'palmitoyl hydroxypropyltrimonium amylopectin/glycerin crosspolymer', 'artemia extract', 'cholesterol', 'algae extract', 'linoleic acid', 'dimethiconol', 'isohexadecane', 'sodium hyaluronate', 'lecithin', 'tridecyl trimellitate', 'lauryl alcohol', 'glycyrrhetinic acid', 'trehalose', 'sucrose', 'ergothioneine', 'acrylates/c10-30 alkyl', 'dipentaerythrityl hexacaprylate/hexacoco-caprylate', 'acetyl glucosamine', 'ethylhexyl glycerin', 'butylene glycol', 'glyceryl stearate', 'behenyl alcohol', 'caffeinee', 'palmitic acid', 'sodium pca', 'stearic acid', 'urea', 'capric triglyceride', 'acrylamide/sodium', 'tocopheryl acetate', 'tetrahexyldecyl ascorbate', 'cetyl alcohol', 'myristyl alcohol', 'polyquaternium-51', 'citric acid', 'sodium hydroxide', 'polysorbate 80', 'sodium benzoate', 'fumaric acid', 'cyclodextrin', 'parfum', 'disodium edta', 'bht', 'phenoxyethanol', 'chlorphenesin', 'linalool', 'butylphenyl methylpropional', 'hydroxyisohexyl 3-cyclohexene', 'benzyl salicylate', 'ci 42090', 'ci 19140']",['caffeine'],1,['Dark Circles'],Dark Circles
Estée Lauder Advanced Night Repair Synchronized Recovery Complex II 30ml,Serum,52.2,"['bifida ferment lysate', 'methyl gluceth-20', 'peg-75', 'bis-peg-18 methyl ether dimethyl', 'butylene glycol', 'propanediol', 'cola acuminata seed extract', 'hydrolyzed algin', 'pantethine', 'caffeinee', 'lecithin', 'tripeptide-32', 'ethylhexyl glycerin', 'sodium rna', 'bisabolol', 'glycereth-26', 'squalene', 'sodium hyaluronate', 'oleth-3 phosphate', 'caprylyl glycol', 'lactobacillus', 'oleth-3', 'oleth-5', 'anthemis nobilis flower water', 'faex extract', 'choleth-24', 'hydrogenated lecithin', 'ceteth-24', 'tocopheryl acetate', 'ethylhexyl methoxycinnamate', 'hexylene glycol', 'carbomer', 'triethanolamine', 'trisodium edta', 'bht', 'xanthan gum', 'phenoxyethanol', 'ci 14700', 'ci 19140']",['caffeine'],1,['Dark Circles'],Dark Circles
Estée Lauder Advanced Night Repair Synchronized Recovery Complex II 50ml,Serum,70.2,"['bifida ferment lysate', 'methyl gluceth-20', 'peg-75', 'bis-peg-18 methyl ether dimethyl', 'butylene glycol', 'propanediol', 'cola acuminata seed extract', 'hydrolyzed algin', 'pantethine', 'caffeinee', 'lecithin', 'tripeptide-32', 'ethylhexyl glycerin', 'sodium rna', 'bisabolol', 'glycereth-26', 'squalene', 'sodium hyaluronate', 'oleth-3 phosphate', 'caprylyl glycol', 'lactobacillus', 'oleth-3', 'oleth-5', 'anthemis nobilis flower water', 'faex extract', 'choleth-24', 'hydrogenated lecithin', 'ceteth-24', 'tocopheryl acetate', 'ethylhexyl methoxycinnamate', 'hexylene glycol', 'carbomer', 'triethanolamine', 'trisodium edta', 'bht', 'xanthan gum', 'phenoxyethanol', 'ci 14700', 'ci 19140']",['caffeine'],1,['Dark Circles'],Dark Circles
The Ordinary Marine Hyaluronics 30ml,Serum,6.2,"['glycerin', 'algae extract', 'pseudoalteromonas exopolysaccharides', 'pseudoalteromonas extract', 'ahnfeltia concinna extract', 'arganine', 'glycine', 'alanine', 'serine', 'valine', 'isoleucine', 'proline', 'threonine', 'histidine', 'phenylalanine', 'aspartic acid', 'pca', 'sodium pca', 'sodium lactate', 'salicylic acid', 'citric acid', 'propanediol', 'dimethyl isosorbide', 'ethoxydiglycol', 'polysorbate-20', 'potassium sorbate', 'sodium salicylate', 'sodium benzoate', 'hexylene glycol', '1,2-hexanediol', 'phenoxyethanol', 'caprylyl glycol']",['salicylic acid'],1,['Comedonal'],Comedonal
La Roche-Posay Pure Vitamin C10 Serum 30ml,Serum,38.0,"['ascorbic acid', 'cyclohexasiloxane', 'glycerin', 'alcohol denat', 'potassium hydroxide', 'polymethylsilsesquioxane', 'polysilicone-11', 'dimethicon', 'propylene glycol', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'c13-14 isoparaffin', 'peg-20 methyl glucose sesquistearate', 'sodium hyaluronate', 'adenosine', 'poloxamer 338', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'hydrolyzed sodium hyaluronate', 'caprylyl glycol', 'laureth-7', 'acetyl dipeptide-1 cetyl', 'xanthan gum', 'toluene sulfonic acid', 'polyacrylamide', 'tocopherol', 'salicylic acid', 'parfum']","['salicylic acid', 'ascorbic acid']",2,"['Comedonal', 'Pigmentation']","Comedonal, Pigmentation"
PIXI Overnight Glow Serum,Serum,26.0,"['glycerin', 'glycolic acid', 'polysorbate-20', 'hydroxyethyl cellulose', 'ammonium hydroxide', 'phenoxyethanol', 'propylene glycol', 'ethylhexyl glycerin', 'aloe barbadenis extract', 'cucumis sativus extract', 'arganine', 'disodium edta', 'tocopheryl acetate', 'retinyl palmitate', 'ascorbyl palmitate', 'lecithin', 'sucrose', 'hydrogenated lecithin', 'capric triglyceride', 'cyclopentasiloxane', 'bht', 'cyclohexasiloxane', 'xanthan gum', 'ascorbic acid']","['retinyl palmitate', 'glycolic acid', 'ascorbic acid']",3,"['Comedonal', 'Pigmentation']","Comedonal, Pigmentation"
Clinique Even Better Clinical Radical Dark Spot Corrector + Interrupter 50ml,Serum,64.0,"['cyclopentasiloxane', 'dimethicon', 'polysilicone-11', 'isododecane', 'butylene glycol', 'ascorbyl glucoside', 'dimethicon', 'peg-6', 'morus nigra extract', 'scutellaria baicalensis extract', 'camellia sinensis extract', 'cucumis sativus extract', 'saccharomyces lysate extract', 'hordeum vulgare extract', 'salicylic acid', 'triticum vulgare bran extract', 'cholesterol', 'oryza sativa bran', 'squalene', 'acetyl glucosamine', 'sodium hyaluronate', 'caffeinee', 'isohexadecane', 'betula alba bark extract', 'trametes versicolor extract', 'sodium rna', 'glycyrrhetinic acid', 'dimethoxytolyl propylresorcinol', 'di-c12-18 alkyl dimonium chloride', 'helianthus annuus seed oil', 'faex extract', 'caprylyl glycol', 'propylene glycol dicoco-caprylate', 'ammonium acryloyldimethyltaurate/vp', 'acrylamide/sodium', 'polysorbate-20', 'tocopheryl acetate', 'polysorbate 80', 'tromethamine', 'sodium hydroxide', 'hexylene glycol', 'disodium edta', 'sodium benzoate', 'sodium metabisulfite', 'sodium sulfite', 'phenoxyethanol', 'ci 15985', 'ci 19140']","['salicylic acid', 'caffeine']",2,"['Comedonal', 'Dark Circles']","Comedonal, Dark Circles"
NIP+FAB Salicylic Fix Serum Extreme 2% 50ml,Serum,19.95,"['propylene glycol', 'glycerin', 'ammonium acryloyldimethyltaurate/vp', 'salicylic acid', 'castor oil', 'phenoxyethanol', 'propanediol', 'sodium hydroxide', 'parfum', 'benzyl alcohol', 'disodium edta', 'ethylhexyl glycerin', 'dehydroacetic acid', 'alcohol', 'polygonum bistorta root extract', 'nelumbo nucifera flower extract', 'nymphaea coerulea flower extract', 'aloe barbadenis extract', 'ci 17200']",['salicylic acid'],1,['Comedonal'],Comedonal
Medik8 Crystal Retinal 6,Serum,59.0,"['capric triglyceride', 'glycerin', 'isododecane', 'cyclodextrin', 'cetearyl alcohol', 'cetearyl olivate', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'sorbitan olivate', 'tocopheryl acetate', 'squalene', 'sodium hyaluronate', 'retinal', 'ethyl ascorbic acid', 'daucus carota sativa extract', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'ethylhexyl glycerin', 'pentylene glycol', 'vanilla planifolia extract', 'hydroxypropyl methylcellulose', 'rubus chamaemorus extract', 'sodium polyaspartate', 'tetrahexyldecyl ascorbate', 'dipteryx odorata bean extract', 'bht', 'polyhydroxystearic acid', 'disodium edta', 'titanium dioxide', 'phenoxyethanol', 'alumina', 'lonicera caprifolium (melsuckle) flower extract', 'isostearic acid', 'lecithin', 'lonicera japonica (melsuckle) flower extract', 'polyglyceryl-3 polyricinoleate', 'stearic acid', 'coumarin', 'ci 14700']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
